zip,zone,lat,lon
51347,5a,43.44,-95.32
51450,5b,42.3,-95.04
50451,5a,43.37,-94.09
50140,6a,40.62,-93.93
50650,5b,42.59,-91.64
52054,5b,42.29,-90.62
52151,5a,43.36,-91.22
50651,5b,42.31,-92.19
51241,5a,43.45,-96.43
51029,5b,42.86,-95.54
50452,5b,42.76,-93.36
50141,5b,41.88,-92.92
50554,5b,42.84,-94.84
52154,5a,43.07,-92.15
51030,5b,42.47,-96.18
52753,5b,41.59,-90.36
50556,5a,43.42,-94.15
50557,5b,42.35,-94.05
50143,6a,41.33,-92.78
50453,5a,43.33,-93.63
51031,5b,42.78,-96.16
50851,6a,40.88,-94.55
50144,6a,40.74,-93.75
52754,6a,41.33,-91.23
52567,6a,40.95,-92.04
52155,5a,43.45,-92.28
50146,5b,41.64,-94.27
50147,6a,40.58,-93.52
51033,5b,42.89,-95.24
52253,5b,41.92,-91.39
50148,5b,42.19,-93
51243,5a,43.44,-95.88
50558,5b,42.86,-94.18
52635,6a,40.99,-91.74
51453,5b,42.26,-94.55
50559,5a,43.22,-94.32
52755,6a,41.48,-91.42
52756,5b,41.69,-90.58
50149,6a,41.12,-94.05
52254,5b,41.96,-90.81
50057,6a,41.18,-93.15
50150,6a,41.13,-92.9
52255,5b,41.85,-90.92
52156,5a,43.06,-91.45
50151,6a,41.03,-93.46
50560,5b,42.9,-94.08
50153,5b,41.57,-92.78
50561,5b,42.42,-94.86
50154,5b,42.16,-93.39
52157,5a,43.02,-91.18
50155,6a,41.21,-94.18
50156,5b,41.87,-93.81
50157,5b,41.7,-92.55
50562,5b,42.93,-94.68
52036,5b,42.47,-91.34
52057,5b,42.48,-91.45
51454,5b,41.88,-95.23
50456,5a,43.28,-93.2
51455,5b,41.9,-95.06
50563,5b,42.52,-94.53
51034,5b,42.16,-95.79
52060,5b,42.06,-90.66
50565,5b,42.86,-94.98
50653,5b,42.96,-92.86
51035,5b,42.82,-95.8
52301,5b,41.79,-92.06
52302,5b,42.03,-91.58
50158,5b,42.03,-92.91
52305,5b,42.02,-91.35
50401,5a,43.15,-93.19
50467,5a,43.2,-93.08
50654,5b,42.47,-91.59
50853,6a,41.25,-94.76
51036,5b,42.96,-96.18
50161,5b,41.89,-93.39
50655,5b,42.77,-91.87
50681,5b,42.76,-91.99
52306,5b,41.9,-91.25
52637,6a,41,-91.16
50162,5b,41.94,-93.1
50062,6a,41.2,-93.27
52569,6a,40.98,-93.04
51350,5a,43.28,-95.6
50164,5b,41.52,-94.4
51037,5b,42.79,-95.63
51038,5b,42.72,-96.24
50457,5b,42.91,-93.47
52638,6a,40.82,-91.26
52064,5b,42.04,-90.31
51351,5a,43.32,-95.15
50001,6a,41.36,-93.47
50166,6a,41.28,-93.43
52570,6a,40.67,-92.16
50167,5b,41.75,-94.02
50127,5b,41.73,-93.16
50168,5b,41.76,-93.28
50169,5b,41.66,-93.36
52309,5b,42.07,-90.88
52159,5a,43.05,-91.39
52170,5a,43.2,-91.29
50170,5b,41.52,-93.1
50171,5b,41.58,-92.52
52219,5b,42.23,-91.42
52252,5b,42.18,-91.21
52310,5b,42.23,-91.19
50173,5b,41.98,-92.71
52639,6a,40.52,-91.41
50566,5b,42.44,-94.29
52571,6a,40.89,-92.81
52640,6a,41.09,-91.25
52760,5b,41.58,-91.08
52572,6a,40.68,-92.67
52313,5b,42.25,-92.09
50854,6a,40.71,-94.23
52641,6a,40.96,-91.54
52644,6a,41.05,-91.39
52660,6a,41.03,-91.31
52314,5b,41.92,-91.42
51039,5b,42.48,-96.06
50174,6a,41.04,-93.94
52761,6a,41.41,-91.07
52574,6a,40.77,-92.94
50658,5b,42.95,-92.53
50567,5b,42.51,-95.08
50201,5b,42.01,-93.45
52160,5a,43.49,-91.28
50568,5b,42.61,-95
52315,5b,41.99,-91.96
50659,5a,43.05,-92.31
50660,5b,42.56,-92.62
52765,5b,41.71,-90.87
52645,6a,40.92,-91.4
50206,5b,42.28,-93.17
50207,6a,41.47,-92.65
50208,5b,41.69,-93.04
52065,5b,42.54,-91.11
50210,6a,41.18,-93.73
52766,6a,41.47,-91.3
50857,6a,40.93,-94.89
50458,5a,43.14,-93
52316,5b,41.51,-92.07
52317,5b,41.74,-91.6
50459,5a,43.44,-93.21
50211,6a,41.49,-93.68
52318,5b,41.9,-91.92
52646,6a,41.09,-91.04
51354,5a,43.41,-95.53
51458,5b,42.31,-95.25
50662,5b,42.67,-91.91
50212,5b,42.03,-94.02
51355,5a,43.39,-95.13
52320,5b,41.99,-91.14
52576,6a,41.19,-92.09
51040,5b,42.02,-96.08
52321,5b,42.1,-91.01
50664,5b,42.69,-92.08
51041,5a,43,-96.05
50460,5a,43.22,-92.77
50858,6a,41.2,-94.41
50454,5a,43.38,-92.73
50461,5a,43.28,-92.81
50213,6a,41.03,-93.77
52577,6a,41.29,-92.63
52161,5a,43.14,-91.76
50214,6a,41.45,-93.03
51044,5b,42.28,-95.89
50570,5b,42.89,-94.37
52501,6a,41.01,-92.41
52322,5b,41.72,-91.78
52323,5b,41.98,-90.95
52580,6a,41.13,-92.08
50571,5b,42.62,-94.59
52324,5b,42.06,-91.79
50216,5b,41.69,-94.36
50665,5b,42.57,-92.78
52325,5b,41.58,-92
50217,5b,42.16,-94.25
51046,5b,42.97,-95.68
50219,6a,41.4,-92.91
52068,5b,42.44,-90.85
50220,5b,41.84,-94.09
50222,6a,41.2,-93.95
51047,5b,42.91,-95.34
51048,5b,42.54,-95.86
50223,5b,42.15,-94.01
50666,5b,42.84,-92.53
52581,6a,40.75,-93.04
50225,6a,41.38,-93.26
50464,5a,43.24,-93.12
50574,5b,42.73,-94.66
50226,5b,41.77,-93.71
50575,5b,42.55,-94.67
52162,5a,43.08,-91.56
50228,5b,41.59,-93.23
50859,6a,41.02,-94.61
52069,5b,42.04,-90.39
52074,5b,42.07,-90.43
51245,5a,43.08,-95.62
52768,5b,41.67,-90.35
50229,6a,41.38,-93.73
52583,6a,40.74,-93.15
52584,6a,40.69,-92.27
52326,5b,42.39,-91.75
51049,5b,42.62,-95.64
50230,5b,42.31,-93.43
50667,5b,42.46,-92.22
50668,5b,42.7,-92.22
50232,5b,41.57,-93.02
50860,6a,40.6,-94.38
50233,5b,41.59,-94.19
50669,5b,42.32,-92.59
50576,5b,42.82,-95.16
51050,5b,42.81,-95.97
50577,5b,42.82,-93.98
50234,5b,41.92,-93.18
50455,5a,43.46,-92.61
50466,5a,43.36,-92.55
52585,6a,41.18,-91.99
52165,5a,43.29,-91.99
50578,5a,43.29,-94.5
50235,5b,41.93,-94.2
52327,6a,41.48,-91.57
50468,5a,43.05,-92.94
51246,5a,43.42,-96.16
51247,5a,43.2,-96.29
50469,5b,42.97,-93.18
50579,5b,42.39,-94.63
51051,5b,42.2,-95.95
50236,5b,42.16,-93.5
50581,5b,42.81,-94.53
52586,6a,41.32,-92.46
50470,5b,42.74,-93.54
52329,5b,42.36,-91.84
51343,5a,43.01,-95.14
51357,5a,43.06,-95.28
50471,5a,43.12,-92.9
50237,5b,41.51,-93.35
50238,6a,40.98,-93.2
51358,5a,43.12,-94.89
50582,5b,42.76,-94.29
52330,5b,42.35,-91.48
52070,5b,42.06,-90.17
50583,5b,42.42,-94.99
50426,5a,43.41,-93.01
50472,5a,43.37,-92.91
50481,5a,43.44,-92.91
50239,5b,42.12,-93.19
50240,6a,41.28,-93.8
52072,5b,42.92,-91.38
52649,6a,40.85,-91.62
51052,5b,42.3,-96.28
51248,5a,43.18,-95.65
50473,5a,43.47,-93.61
51053,5b,42.49,-95.29
51461,5b,42.16,-95.43
51462,5b,42.02,-94.54
50242,5b,41.57,-92.7
51054,5b,42.4,-96.35
52590,6a,40.68,-93.12
50861,6a,40.9,-94.26
50862,6a,40.8,-94.64
50427,5b,42.83,-93.22
50433,5b,42.92,-93.03
50475,5b,42.89,-93.21
51201,5a,43.17,-95.84
50670,5b,42.71,-92.58
52332,5b,42.09,-91.86
52039,5b,42.56,-90.77
52073,5b,42.6,-90.78
51249,5a,43.4,-95.74
52591,6a,41.33,-92.2
51250,5a,43.07,-96.17
51101,5b,42.5,-96.39
51103,5b,42.5,-96.39
51104,5b,42.5,-96.39
51105,5b,42.5,-96.39
51106,5b,42.5,-96.39
51108,5b,42.5,-96.39
51109,5b,42.5,-96.39
51111,5b,42.5,-96.39
50585,5b,42.89,-95.14
50244,5b,41.88,-93.68
51055,5b,42.23,-96.22
51056,5b,42.22,-95.93
52333,5b,41.8,-91.49
50586,5b,42.37,-94.43
52334,5b,41.78,-91.96
52335,6a,41.45,-92.09
52355,6a,41.43,-92.17
51301,5a,43.14,-95.15
52650,6a,40.95,-91.15
51360,5a,43.42,-95.11
52336,5b,42.05,-91.44
50476,5a,43.43,-92.78
50246,5b,42.28,-93.79
52337,5b,41.89,-91.15
50247,5b,42.01,-93.16
50672,5b,42.4,-93.06
52651,6a,40.85,-91.83
52769,5b,41.59,-90.85
50588,5b,42.64,-95.19
50248,5b,42.18,-93.59
50249,5b,42.27,-93.92
52076,5b,42.68,-91.53
50250,5b,41.5,-94.31
50251,5b,41.57,-92.84
50674,5b,42.84,-92.09
52164,5b,42.86,-91.88
51058,5b,42.97,-95.49
50477,5b,42.97,-93.31
50590,5a,43.38,-94.31
52338,5b,41.84,-91.69
52339,5b,41.96,-92.57
51463,5b,41.91,-94.94
51364,5a,43.3,-94.96
50254,6a,41.02,-94.04
50478,5a,43.36,-93.77
50591,5b,42.68,-94.05
50479,5b,42.94,-93.38
52340,5b,41.7,-91.67
50863,6a,40.85,-94.19
52772,5b,41.77,-91.12
50480,5a,43.23,-94.04
52342,5b,41.99,-92.58
50256,6a,41.28,-92.87
50675,5b,42.19,-92.46
50676,5b,42.8,-92.25
50257,6a,41.21,-93.84
52593,6a,40.78,-92.74
50258,5b,42.24,-93.06
50259,5b,42.3,-93.09
52594,6a,40.81,-92.69
52345,5b,42.22,-91.87
51060,5b,42.04,-95.7
51465,5b,42.05,-95.2
52346,5b,42.01,-92.09
50261,5b,41.53,-93.95
50262,6a,40.87,-93.79
50482,5a,43.12,-93.45
52347,5b,41.73,-92.29
50864,6a,40.93,-94.97
50594,5b,42.59,-94.01
52349,5b,42.16,-92.02
52077,5b,42.8,-91.54
52169,5b,42.83,-91.65
52773,5b,41.59,-90.77
52351,5b,41.87,-91.83
52352,5b,42.28,-91.78
51365,5a,43.32,-94.79
51466,5b,42.26,-95.09
52653,6a,41.17,-91.18
52353,6a,41.29,-91.69
51061,5b,42.57,-95.71
50701,5b,42.49,-92.35
50702,5b,42.49,-92.35
50703,5b,42.49,-92.35
50707,5b,42.46,-92.27
52354,5b,41.88,-91.98
52171,5a,43.05,-92.03
50263,5b,41.6,-93.86
52172,5a,43.26,-91.47
50677,5b,42.72,-92.46
52654,6a,41.14,-91.65
51366,5b,42.94,-95.01
50595,5b,42.46,-93.81
50264,6a,40.89,-93.73
52356,6a,41.46,-91.83
50680,5b,42.43,-92.92
50483,5a,43.08,-93.99
50597,5b,42.96,-94.44
52358,5b,41.67,-91.34
52655,6a,40.82,-91.17
52359,6a,41.34,-91.81
51062,5b,42.75,-96.6
52776,5b,41.57,-91.26
52656,6a,40.71,-91.45
52657,6a,40.76,-91.51
51467,5b,42.07,-95.1
52175,5b,42.95,-91.81
52658,6a,40.71,-91.23
50268,6a,41.4,-92.35
52550,6a,41.32,-92.32
52777,5b,41.83,-90.83
51063,5b,42.12,-96.15
50598,5a,43.06,-94.42
50271,5b,42.49,-93.54
52361,5b,41.66,-92
52778,5b,41.58,-91.02
52659,6a,41.12,-91.43
50273,6a,41.33,-94.01
50682,5b,42.47,-91.73
50274,6a,41.4,-94.88
50484,5a,43.23,-93.91
50275,6a,41.01,-93.59
50276,5b,41.85,-93.92
50599,5b,42.56,-93.84
52078,5b,42.39,-91.12
52362,5b,42.06,-91
50277,5b,41.77,-94.35
50278,5b,42.15,-93.29
52079,5b,42.29,-90.68
55909,5a,43.56,-92.71
56110,5a,43.63,-95.93
56146,5a,43.54,-96.11
55001,5a,44.9,-92.81
56431,4b,46.53,-93.71
56433,4a,47,-94.72
56307,4b,45.63,-94.56
56207,4b,45.57,-96.05
56007,5a,43.65,-93.36
55301,4b,45.23,-93.66
56009,5a,43.67,-93.57
56434,4b,46.37,-94.93
56308,4b,45.87,-95.37
56111,5a,43.63,-94.87
55910,5a,44.06,-91.93
56010,5a,43.88,-94.15
55703,4a,47.77,-92.63
55710,4a,47.64,-92.68
55302,4b,45.26,-94.11
55303,4b,45.21,-93.39
55304,4b,45.25,-93.33
56208,4b,45.2,-96.02
56113,5a,44.38,-96.18
55307,5a,44.6,-94.07
56309,4b,46.09,-95.81
55704,4b,46.18,-92.78
56209,4b,45.13,-94.77
55705,4a,47.53,-92.24
55912,5a,43.67,-92.97
56114,5a,43.94,-95.64
56310,4b,45.6,-94.45
55706,4a,47.64,-91.94
56435,4b,46.82,-94.51
56621,4a,47.52,-95.4
56115,5a,44.23,-95.87
55707,4b,46.5,-92.68
56311,4b,45.91,-95.89
56623,4a,48.71,-94.58
55003,4b,45.01,-92.78
56211,4b,45.55,-96.71
56116,5a,43.61,-96.36
55308,4b,45.37,-93.87
56312,4b,45.45,-94.99
56011,5a,44.62,-93.76
56212,4b,45.13,-96.28
56214,5a,44.6,-95.32
56601,4a,47.48,-94.87
56658,4a,48.09,-93.94
56626,4a,47.34,-94.2
56641,4a,47.23,-94.21
56215,4b,45.31,-95.6
56437,4b,46.26,-95.06
55005,4b,45.4,-93.26
56117,5a,43.5,-95.68
56627,4a,48.18,-93.8
56628,4a,47.74,-93.65
56639,4a,47.84,-93.63
55309,4b,45.33,-93.74
55310,5a,44.76,-94.89
56630,4a,47.72,-94.54
56663,4a,47.48,-94.47
56216,5a,44.94,-95.02
55917,5a,43.86,-93.05
56013,5a,43.63,-94.09
55709,4a,47.29,-93.4
56314,4b,45.82,-94.4
56218,5a,44.85,-95.9
55006,4b,45.72,-93.17
56401,4b,46.35,-94.19
56425,4b,46.34,-94.28
56315,4b,45.96,-95.59
56119,5a,43.69,-95.46
56014,5a,43.56,-93.81
55602,4a,47.27,-91.86
55007,4b,45.94,-93.07
55711,4b,46.86,-92.6
56316,4b,45.5,-95.11
56438,4b,46.08,-94.86
55918,5a,43.74,-92.86
56219,4b,45.59,-96.83
55919,5a,43.69,-91.28
55312,5a,44.73,-94.35
55712,4b,46.28,-92.66
55313,4b,45.17,-93.86
55314,5a,44.73,-94.61
56318,4b,45.86,-94.68
56120,5a,43.95,-94.79
55920,5a,44.03,-92.64
55921,5a,43.63,-91.5
55008,4b,45.56,-93.22
56220,5a,44.71,-96.26
55009,5a,44.51,-92.9
55922,5a,43.53,-91.92
56319,4b,45.97,-95.29
55718,4b,46.66,-92.42
55315,5a,44.76,-93.62
56633,4a,47.37,-94.6
55011,4b,45.34,-93.24
55012,4b,45.39,-92.81
56121,5a,43.53,-94.63
55316,4b,45.16,-93.38
56122,5a,43.92,-95.94
55317,5a,44.85,-93.55
55318,5a,44.82,-93.6
55923,5a,43.84,-92.18
55013,4b,45.37,-92.88
55719,4a,47.48,-92.87
56221,4b,45.57,-96.17
55014,4b,45.13,-93.15
56222,5a,44.95,-95.36
55924,5a,44.04,-92.99
56440,4b,46.12,-94.94
56223,5a,44.79,-95.8
56016,5a,43.76,-93.32
56634,4a,47.69,-95.42
56652,4a,47.65,-95.26
55319,4b,45.44,-93.99
55320,4b,45.41,-94.04
56224,5a,44.37,-95.05
56017,5a,44.32,-93.83
56225,4b,45.46,-96.44
56226,4b,45.37,-95.67
55720,4b,46.72,-92.49
55721,4a,47.26,-93.62
55321,4b,45.07,-94.18
56320,4b,45.45,-94.43
55322,5a,44.77,-93.78
56019,5a,44.11,-94.9
55723,4a,47.85,-92.68
56227,4b,45.23,-96.16
56228,5a,44.93,-94.69
55016,5a,44.81,-92.92
55717,4a,47.06,-92.4
55724,4a,47.16,-92.47
56229,5a,44.6,-95.67
56021,5a,44.26,-94.34
55725,4a,48.26,-92.48
55726,4b,46.67,-92.87
56441,4b,46.49,-93.95
56442,4b,46.68,-94.09
56123,5a,44.07,-95.66
56443,4b,46.19,-94.57
56323,4b,45.61,-95.73
55925,5a,43.91,-91.35
55017,4b,45.68,-93.45
56324,4b,46.17,-95.91
56230,5a,44.79,-95.1
56231,4b,45.28,-95.75
55324,4b,45.09,-94.4
55325,4b,45.08,-94.3
56232,5a,44.92,-96.04
55327,4b,45.18,-93.47
56636,4a,47.33,-93.79
56637,4a,47.6,-93.77
56659,4a,47.61,-94.06
56688,4a,47.73,-93.96
56444,4b,46.47,-93.89
55328,4b,45.04,-93.78
56023,5a,43.76,-94.01
55018,5a,44.4,-93.02
55926,5a,43.71,-92.7
55933,5a,43.65,-92.7
55927,5a,44.02,-92.84
56235,4b,45.69,-96.01
55929,5a,43.96,-92.13
55701,4b,46.84,-92.22
55802,4b,46.78,-92.11
55803,4b,46.78,-92.11
55804,4b,46.78,-92.11
55805,4b,46.78,-92.11
55806,4b,46.78,-92.11
55807,4b,46.78,-92.11
55808,4b,46.78,-92.11
55810,4b,46.78,-92.11
55811,4b,46.78,-92.11
55812,4b,46.78,-92.11
56236,4b,45.71,-96.42
55019,5a,44.42,-93.2
56127,5a,43.56,-94.77
56446,4b,46.16,-95.03
56024,5a,44.15,-93.88
56025,5a,43.76,-93.9
56237,5a,44.62,-95.41
55329,4b,45.32,-94.54
56128,5a,43.87,-96.13
55931,5a,43.5,-91.46
55932,5a,44.13,-92.25
55330,4b,45.33,-93.56
56026,5a,43.87,-93.3
56129,5a,43.52,-96.01
56027,5a,43.5,-94.08
55731,4a,47.9,-91.85
56028,5a,44.2,-93.67
55732,4a,47.65,-92.19
56447,4b,46.75,-93.96
56029,5a,43.5,-93.48
55733,4b,46.7,-92.36
56326,4b,46,-95.68
55734,4a,47.46,-92.54
55331,5a,44.9,-93.56
55934,5a,43.98,-92.22
55332,5a,44.52,-94.72
56031,5a,43.64,-94.45
55021,5a,44.29,-93.27
55024,5a,44.65,-93.17
56448,4b,46.74,-94.09
55603,4a,47.41,-91.24
55735,4b,46.2,-92.92
55736,4b,46.92,-92.91
56329,4b,45.66,-93.9
56357,4b,45.69,-93.94
55738,4a,47.28,-92.61
55025,4b,45.27,-92.98
56330,4b,45.73,-93.7
56449,4b,46.16,-94.36
55935,5a,43.74,-92.13
55333,5a,44.53,-94.88
56331,4b,45.66,-94.68
55026,5a,44.49,-92.35
56033,5a,43.58,-93.92
56131,5a,43.87,-95.6
56034,5a,44.04,-94.18
56332,4b,45.94,-95.49
56450,4b,46.3,-93.82
55334,5a,44.55,-94.21
56239,5a,44.51,-95.89
55335,5a,44.53,-94.52
55741,4a,47.49,-92.46
55336,5a,44.76,-94.14
56036,5a,43.56,-93.27
56334,4b,45.65,-95.38
56644,4a,47.73,-95.51
55027,5a,44.4,-92.62
56037,5a,44,-94.07
56240,4b,45.56,-96.43
56039,5a,43.69,-94.34
55604,4a,47.75,-90.34
55936,5a,43.7,-92.57
55605,4a,47.96,-89.68
55744,4a,47.22,-93.52
56241,5a,44.81,-95.53
55030,4b,45.85,-93.08
55036,4b,45.87,-93.12
55338,5a,44.67,-94
56336,4b,45.82,-94.74
56243,4b,45.15,-94.68
56646,4a,47.76,-95.62
56452,4b,46.92,-94.51
55339,5a,44.73,-93.96
55340,4b,45.07,-93.58
55031,5a,44.6,-93
56244,4b,45.49,-95.79
56245,5a,44.69,-95.61
55341,4b,45.15,-93.65
56041,5a,44.14,-94.49
56134,5a,43.77,-96.19
55939,5a,43.55,-92
55032,4b,45.6,-92.98
56042,5a,43.8,-93.48
55033,5a,44.73,-92.85
55940,5a,43.89,-92.84
55973,5a,43.8,-92.8
56043,5a,43.64,-93.24
55342,5a,44.74,-94.71
56044,5a,44.53,-93.9
56136,5a,44.5,-96.42
56248,4b,45.81,-96.13
56137,5a,43.79,-95.32
56453,4b,46.32,-95.08
55746,4a,47.4,-92.94
55748,4b,46.98,-93.59
55785,4b,46.89,-93.67
56138,5a,43.52,-96.36
55037,4b,46.01,-92.93
56647,4a,47.68,-94.63
56339,4b,45.83,-95.78
55941,5a,43.76,-91.35
56340,4b,45.73,-94.47
56139,5a,44.09,-96.19
56045,5a,43.75,-93.2
56249,4b,45.24,-95.91
55305,5a,44.92,-93.4
55343,5a,44.92,-93.4
55344,5a,44.84,-93.45
55345,5a,44.93,-93.46
55346,5a,44.84,-93.45
55347,5a,44.84,-93.45
55943,5a,43.76,-91.57
55606,4a,47.83,-89.97
55349,4b,45.05,-94.06
55750,4a,47.55,-92.11
55038,4b,45.15,-92.96
55350,5a,44.88,-94.37
56649,4a,48.58,-93.4
56141,5a,43.91,-95.78
55751,4a,47.41,-92.64
56455,4b,46.48,-93.99
55040,4b,45.48,-93.25
56342,4b,46.14,-93.46
56142,5a,44.46,-96.25
56143,5a,43.62,-94.98
56048,5a,44.11,-93.7
56144,5a,43.84,-96.39
56145,5a,44.05,-95.19
55352,5a,44.66,-93.63
56251,4b,45.13,-94.93
56050,5a,44.29,-93.96
55944,5a,44.02,-92.75
56650,4a,47.94,-94.44
55945,5a,44.3,-91.99
56147,5a,43.75,-96.07
56343,4b,45.77,-95.69
55946,5a,44.27,-92.98
56252,4b,45.19,-95.32
55756,4b,46.33,-92.58
55757,4b,46.48,-92.87
56051,5a,43.53,-93.71
56052,5a,44.31,-93.57
55353,4b,45.31,-94.3
55947,5a,43.82,-91.3
56054,5a,44.44,-94.39
56149,5a,44.26,-96.29
55041,5a,44.44,-92.27
56055,5a,44.1,-94.21
55042,5a,44.99,-92.9
56150,5a,43.67,-95.17
56458,4a,47.2,-94.99
55043,5a,44.95,-92.77
56253,5a,44.94,-94.88
55044,5a,44.67,-93.24
56151,5a,43.99,-95.95
56152,5a,44.22,-95.26
55949,5a,43.71,-91.97
56461,4a,47.21,-94.75
56057,5a,44.38,-93.73
56651,4a,47.51,-95.63
55951,5a,43.51,-92.5
55354,5a,44.88,-94.03
56058,5a,44.46,-93.9
55952,5a,43.98,-91.86
56060,5a,43.92,-94.43
55045,4b,45.38,-92.84
56155,5a,43.74,-95.94
55355,4b,45.11,-94.52
56345,4b,45.97,-94.36
56653,4a,48.39,-93.55
56669,4a,48.41,-93.21
56654,4a,48.51,-93.8
55356,5a,44.98,-93.56
56347,4b,45.97,-94.86
56655,4b,46.98,-94.21
55046,5a,44.47,-93.42
55357,4b,45.05,-93.63
56327,4b,45.75,-95.61
56349,4b,45.7,-95.51
56255,5a,44.4,-95.41
55612,4a,47.63,-90.71
56156,5a,43.65,-96.2
55953,5a,43.5,-92.94
56157,5a,44.38,-95.89
56350,4b,46.24,-93.27
55760,4b,46.6,-93.3
55954,5a,43.52,-91.76
56062,5a,44.04,-94.41
56256,4b,45.01,-96.18
56063,5a,44.2,-93.81
56158,5a,43.64,-96.07
55763,4a,47.35,-92.36
56001,5a,44.16,-93.99
56003,5a,44.16,-93.99
55955,5a,44.06,-92.75
55358,4b,45.23,-94
55359,4b,45,-93.66
56065,5a,43.92,-93.95
56657,4a,47.59,-93.69
56257,4b,45.01,-96.41
55047,4b,45.2,-92.78
56258,5a,44.45,-95.78
55360,5a,44.88,-93.88
56260,5a,44.9,-95.46
55956,5a,44.27,-92.54
55765,4a,47.07,-92.73
55049,5a,44.17,-93.24
56352,4b,45.67,-94.81
56464,4b,46.74,-95.1
56465,4b,46.46,-94.17
56353,4b,45.75,-93.65
56262,4b,45.11,-95.91
55957,5a,44.24,-92.29
56263,5a,44.41,-95.55
56354,4b,46.04,-95.29
55401,5a,44.96,-93.26
55402,5a,44.96,-93.26
55403,5a,44.96,-93.26
55404,5a,44.96,-93.26
55405,5a,44.96,-93.26
55406,5a,44.96,-93.26
55407,5a,44.96,-93.26
55408,5a,44.96,-93.26
55409,5a,44.96,-93.26
55410,5a,44.96,-93.26
55411,5a,44.96,-93.26
55412,5a,44.96,-93.26
55413,5a,44.96,-93.26
55414,5a,44.96,-93.26
55415,5a,44.96,-93.26
55416,5a,44.96,-93.26
55417,5a,44.96,-93.26
55418,5a,44.96,-93.26
55419,5a,44.96,-93.26
55420,5a,44.96,-93.26
55421,5a,44.96,-93.26
55422,5a,44.96,-93.26
55423,5a,44.96,-93.26
55424,5a,44.96,-93.26
55425,5a,44.96,-93.26
55426,5a,44.96,-93.26
55427,5a,44.96,-93.26
55428,5a,44.96,-93.26
55429,5a,44.96,-93.26
55430,5a,44.96,-93.26
55431,5a,44.96,-93.26
55432,5a,44.96,-93.26
55433,5a,44.96,-93.26
55434,5a,44.96,-93.26
55435,5a,44.96,-93.26
55436,5a,44.96,-93.26
55437,5a,44.96,-93.26
55438,5a,44.96,-93.26
55439,5a,44.96,-93.26
55441,5a,44.96,-93.26
55442,5a,44.96,-93.26
55443,5a,44.96,-93.26
55444,5a,44.96,-93.26
55445,5a,44.96,-93.26
55446,5a,44.96,-93.26
55447,5a,44.96,-93.26
55448,5a,44.96,-93.26
55449,5a,44.96,-93.26
55450,5a,44.96,-93.26
55454,5a,44.96,-93.26
55455,5a,44.96,-93.26
56264,5a,44.56,-95.98
55959,5a,44.09,-91.75
56068,5a,43.84,-93.82
56660,4a,47.92,-94.21
56265,5a,44.95,-95.71
56069,5a,44.43,-93.58
55362,4b,45.3,-93.8
55363,4b,45.06,-93.91
55767,4b,46.44,-92.76
55051,4b,45.87,-93.29
56266,5a,44.41,-94.92
56267,4b,45.58,-95.9
55052,5a,44.22,-93.44
56270,5a,44.55,-94.98
56466,4b,46.33,-94.64
55364,5a,44.93,-93.66
55758,4a,47.52,-92.72
55768,4a,47.52,-92.62
56159,5a,43.94,-94.92
56271,4b,45.22,-95.39
55769,4a,47.38,-93.16
56355,4b,45.88,-95.26
55053,5a,44.34,-93.06
56467,4b,46.96,-94.84
55367,5a,44.88,-93.97
56273,4b,45.29,-94.94
55020,5a,44.56,-93.32
55054,5a,44.57,-93.34
55055,5a,44.87,-92.99
56071,5a,44.54,-93.57
56072,5a,43.89,-93.49
56073,5a,44.31,-94.46
56074,5a,44.27,-94.18
56468,4b,46.5,-94.29
56274,4b,45.86,-96.19
55056,4b,45.51,-92.97
55057,5a,44.45,-93.16
56661,4a,47.87,-94.26
56276,4b,45.26,-96.33
56160,5a,43.86,-94.74
56358,4b,45.83,-93.41
56161,5a,43.73,-95.31
56277,5a,44.77,-94.99
56359,4b,46.06,-93.66
56162,5a,43.85,-94.69
55960,5a,44.16,-92.54
55771,4a,48.06,-92.82
56278,4b,45.3,-96.44
56360,4b,45.86,-95.15
55311,4b,45.11,-93.39
55369,4b,45.11,-93.39
55961,5a,43.61,-92.42
56662,4b,46.82,-93.94
55060,5a,44.08,-93.22
56469,4b,46.71,-93.49
56361,4b,46.15,-95.32
56470,4b,46.91,-95.06
56362,4b,45.37,-94.71
56078,5a,44,-93.78
55775,4a,47.33,-93.19
56279,4b,45.14,-95.17
56472,4b,46.6,-94.32
55962,5a,43.78,-91.83
56338,4b,46,-93.88
56364,4b,45.97,-94.1
56473,4b,46.32,-94.47
55063,4b,45.83,-92.96
55963,5a,44.21,-92.64
56474,4b,46.72,-94.39
56164,5a,44,-96.31
55964,5a,44.16,-92.16
55370,5a,44.77,-94.03
56280,5a,44.64,-96.16
55965,5a,43.67,-92.08
55371,4b,45.57,-93.59
56281,5a,44.93,-95.18
55372,5a,44.72,-93.43
56667,4a,47.67,-94.9
55967,5a,43.77,-92.48
56475,4b,46.08,-94.49
55065,5a,44.52,-93.01
56282,4b,45.01,-95.23
55066,5a,44.58,-92.6
56283,5a,44.54,-95.11
56672,4a,47.05,-93.91
56284,5a,44.79,-95.21
56166,5a,44.21,-95.36
56367,4b,45.74,-94.22
56368,4b,45.45,-94.51
56371,4b,45.43,-94.63
55901,5a,44.01,-92.47
55902,5a,44.01,-92.47
