zip,zone,lat,lon
95129,7a,37.3,-122
95130,7a,37.28,-121.98
95131,7a,37.38,-121.9
95132,7a,37.42,-121.77
95133,7a,37.37,-121.86
95134,7a,37.42,-121.94
95135,7a,37.25,-121.67
95136,7a,37.27,-121.84
95138,7a,37.24,-121.73
95139,7a,37.21,-121.75
95140,7a,37.36,-121.67
95141,7a,37.17,-121.75
95148,7a,37.33,-121.77
95045,7b,36.83,-121.51
94577,7a,37.71,-122.16
94578,7a,37.7,-122.12
94579,7a,37.68,-122.15
94580,7a,37.68,-122.13
95046,7a,37.1,-121.6
94582,7a,37.76,-121.93
94583,7a,37.78,-121.99
95050,7a,37.34,-121.95
95051,7a,37.35,-121.98
95054,7a,37.39,-121.96
95060,7a,37.04,-122.1
95062,7b,36.97,-121.98
95064,7b,36.98,-122.06
95065,7a,37.03,-121.98
95066,7a,37.06,-122.01
95070,7a,37.25,-122.06
93955,7b,36.62,-121.82
93960,7b,36.39,-121.3
95073,7a,37.02,-121.94
94585,7a,38.16,-121.93
94586,7a,37.56,-121.84
95075,7b,36.77,-121.29
94587,7a,37.59,-122.06
94503,7a,38.18,-122.25
94589,7a,38.13,-122.25
94590,7a,38.09,-122.25
94591,7a,38.11,-122.2
94592,7a,38.11,-122.29
94595,7a,37.86,-122.07
94596,7a,37.89,-122.03
94597,7a,37.91,-122.07
94598,7a,37.91,-122.01
95076,7b,36.95,-121.72
94599,7a,38.41,-122.36
95220,7a,38.19,-121.25
96006,6a,41.15,-120.89
93601,7a,37.39,-119.73
95910,6b,39.46,-120.84
96007,6a,40.44,-122.35
95222,7a,38.04,-120.61
95703,6b,39,-120.99
95912,6b,39.02,-122.04
95223,7a,38.35,-120.2
95301,7a,37.32,-120.63
93602,7a,37,-119.15
95602,6b,39,-121.09
95603,6b,38.92,-121.07
95303,7a,37.47,-120.65
95914,6b,39.42,-121.36
93604,7a,37.38,-119.51
93669,7a,37.26,-119.52
96008,6a,40.7,-122.09
95916,6b,39.66,-121.38
96010,6a,40.81,-123.25
95917,6b,39.42,-121.67
95606,6b,38.8,-122.18
95918,6b,39.33,-121.33
95919,6b,39.43,-121.25
96013,6a,40.94,-121.74
95920,6b,39.46,-121.93
96014,6a,41.36,-122.77
95709,6b,38.74,-120.68
95922,6b,39.42,-121.11
96015,6a,41.44,-120.94
93608,7b,36.45,-120.45
95923,6a,40.15,-121.12
95608,6b,38.62,-121.32
93609,7b,36.52,-119.87
96016,6a,40.92,-121.57
96017,6a,41.1,-122.35
95306,7a,37.38,-120.12
96019,6a,40.68,-122.37
95307,7a,37.55,-120.96
95925,6b,39.47,-121.19
96020,6a,40.27,-121.24
95926,6b,39.74,-121.83
95928,6b,39.71,-121.81
95973,6b,39.9,-121.83
93610,7a,37.07,-120.27
95610,6b,38.69,-121.26
95621,6b,38.69,-121.31
95612,7a,38.37,-121.58
95930,6b,39.54,-121.16
95981,6b,39.56,-121.1
93611,7b,36.93,-119.56
93612,7b,36.81,-119.71
93619,7b,36.91,-119.58
93614,7a,37.17,-119.71
95713,6b,39.09,-120.92
95310,7a,38.11,-120.38
95932,6b,39.27,-122.05
95614,6b,38.88,-120.98
95228,7a,37.94,-120.66
96021,6b,39.92,-122.28
96029,6b,39.93,-122.48
96022,6a,40.33,-122.45
95311,7a,37.71,-120.12
95615,7a,38.31,-121.54
95934,6a,40.07,-120.92
95313,7a,37.39,-121.05
93615,7b,36.49,-119.28
95616,7a,38.48,-121.64
95618,6b,38.53,-121.66
95315,7a,37.42,-120.77
93616,7b,36.65,-119.59
95316,7a,37.54,-120.68
95619,6b,38.67,-120.81
93618,7b,36.52,-119.39
95620,7a,38.39,-121.81
95935,6b,39.36,-121.2
96023,5b,41.89,-121.74
93620,7a,37.07,-120.63
96024,6a,40.58,-122.86
93621,7b,36.79,-119.13
96025,6a,41.19,-122.26
95938,6b,39.61,-121.77
95623,6b,38.6,-120.84
95939,6b,39.54,-122.57
95624,7a,38.44,-121.3
95757,7a,38.35,-121.42
95758,7a,38.34,-121.42
95317,7a,37.12,-120.51
95626,6b,38.73,-121.46
95320,7a,37.83,-121.03
95607,6b,38.69,-122.12
95627,6b,38.78,-122.12
96027,6a,41.41,-123.02
95628,6b,38.65,-121.25
96028,6a,41.01,-121.47
95230,7a,37.96,-120.87
95629,6b,38.52,-120.7
93622,7b,36.85,-120.54
93623,7a,37.47,-119.66
95630,6b,38.67,-121.14
95762,6b,38.68,-121.05
95941,6b,39.51,-121.23
95631,6b,39.03,-120.82
95942,6b,39.97,-121.64
96031,6a,41.19,-123.2
96032,5b,41.59,-122.96
93625,7b,36.62,-119.67
95231,7a,37.86,-121.29
96033,6a,40.73,-122.6
93650,7b,36.83,-119.79
93701,7b,36.74,-119.79
93702,7b,36.74,-119.75
93703,7b,36.76,-119.76
93704,7b,36.8,-119.8
93705,7b,36.78,-119.82
93706,7b,36.64,-119.91
93710,7b,36.81,-119.75
93711,7b,36.84,-119.82
93720,7b,36.88,-119.77
93721,7b,36.73,-119.78
93722,7b,36.79,-119.92
93723,7b,36.77,-119.95
93725,7b,36.6,-119.75
93726,7b,36.79,-119.76
93727,7b,36.75,-119.67
93728,7b,36.75,-119.81
93730,7b,36.9,-119.75
93737,7b,36.74,-119.65
93626,7a,37.02,-119.69
95632,7a,38.27,-121.22
95633,6b,38.84,-120.83
96034,6a,41.42,-122.67
95634,6b,38.93,-120.77
96035,6a,40.03,-122.17
95232,7a,38.35,-120.58
95943,6b,39.6,-122.02
95945,6b,39.18,-120.98
95949,6b,39.11,-121.12
95947,6a,40.15,-120.84
95635,6b,38.92,-120.89
96038,5b,41.6,-122.54
95948,6b,39.35,-121.76
95636,6b,38.64,-120.51
95321,7a,37.85,-119.76
95637,6b,38.8,-122.18
95322,7a,37.14,-121.04
96039,5b,41.78,-123.47
96040,6a,40.8,-121.46
96041,6a,40.5,-123.19
95638,7a,38.33,-121.14
95323,7a,37.6,-120.68
95324,7a,37.39,-120.89
96044,5b,41.91,-122.49
95325,7a,37.43,-120.24
95326,7a,37.59,-120.85
96047,6a,40.46,-122.7
95640,7a,38.33,-120.88
95641,7a,38.16,-121.59
95642,7a,38.35,-120.77
95327,7a,37.85,-120.49
96048,6a,40.87,-123.1
93630,7b,36.71,-120.15
95328,7a,37.55,-120.91
93631,7b,36.48,-119.5
96050,5b,41.83,-122.92
95645,6b,38.89,-121.8
95720,6b,38.77,-120.26
95329,7a,37.66,-120.45
96051,6a,40.88,-122.38
95330,7a,37.82,-121.29
95333,7a,37.25,-120.2
96052,6a,40.78,-122.84
95648,6b,38.93,-121.25
95236,7a,38.05,-121.03
95953,6b,39.23,-121.78
95334,7a,37.34,-120.75
95237,7a,38.17,-121.13
95240,7a,38.11,-121.16
95242,7a,38.13,-121.39
95335,7a,38.12,-120.08
95650,6b,38.81,-121.16
93635,7b,36.9,-121.02
96055,6a,40.05,-122.07
95651,6b,38.81,-120.93
96056,6a,41.1,-121.34
96057,6a,41.26,-122.1
96058,5b,41.74,-121.89
93636,7b,36.93,-119.83
93637,7b,36.91,-120.19
93638,7a,37.01,-119.94
95954,6b,39.84,-121.6
95336,7a,37.83,-121.18
95337,7a,37.73,-121.24
96059,6a,40.41,-121.84
95338,7a,37.49,-120
95901,6b,39.15,-121.47
95903,6b,39.12,-121.39
95722,6b,39,-121.03
93640,7b,36.67,-120.43
95340,7a,37.29,-120.48
95341,7a,37.33,-120.48
95343,7a,37.29,-120.48
95348,7a,37.41,-120.5
95957,6b,39.07,-121.84
95345,7a,37.58,-119.97
96062,6a,40.56,-122.07
96061,6a,40.34,-121.46
93603,7b,36.6,-118.92
93628,7b,36.8,-118.89
93641,7b,36.7,-119.04
95346,7a,38.1,-120.13
95350,7a,37.67,-121.01
95351,7a,37.63,-121.01
95354,7a,37.63,-120.97
95355,7a,37.67,-120.95
95356,7a,37.72,-121.03
95357,7a,37.67,-120.89
95358,7a,37.65,-121.13
95245,7a,38.29,-120.58
96064,5b,41.76,-122.39
96065,6a,40.86,-121.91
95246,7a,38.23,-120.49
96067,6a,41.31,-122.32
95247,7a,38.14,-120.45
95959,6b,39.34,-120.87
95658,6b,38.87,-121.15
95360,7a,37.28,-121.2
95659,6b,38.83,-121.58
93643,7a,37.23,-119.49
95652,6b,38.66,-121.4
95660,6b,38.66,-121.37
95960,6b,39.42,-120.99
95361,7a,37.8,-120.74
93644,7a,37.4,-119.61
96069,6a,40.66,-122.03
96071,6a,40.67,-121.47
95961,6b,39.08,-121.55
93645,7a,37.16,-119.62
93646,7b,36.64,-119.29
93675,7b,36.74,-119.19
95662,6b,38.68,-121.22
95962,6b,39.34,-121.23
95963,6b,39.73,-122.33
93647,7b,36.58,-119.19
95965,6b,39.5,-121.67
95966,6b,39.45,-121.39
95968,6b,39.43,-121.55
96073,6a,40.56,-122.2
95969,6b,39.74,-121.61
93648,7b,36.62,-119.51
95363,7a,37.49,-121.25
95663,6b,38.85,-121.18
95664,6b,38.8,-121.04
95364,7a,38.28,-119.82
95665,7a,38.38,-120.64
95666,6b,38.56,-120.17
95667,6b,38.73,-120.8
95365,7a,37.32,-120.3
96076,6a,40.38,-122.91
95668,6b,38.83,-121.5
95669,7a,38.46,-120.88
95726,6b,38.74,-120.57
93651,7a,37,-119.5
95970,6b,39.41,-122.04
95971,6b,39.96,-121
95972,6b,39.45,-121.31
93652,7b,36.59,-119.9
95655,6b,38.54,-121.28
95670,6b,38.6,-121.26
95742,6b,38.57,-121.17
93653,7a,37.25,-119.96
96075,6a,40.35,-121.86
96080,6a,40.13,-122.43
96001,6a,40.6,-122.46
96002,6a,40.52,-122.32
96003,6a,40.68,-122.25
93654,7b,36.65,-119.4
95672,6b,38.72,-121
95673,6b,38.68,-121.45
95674,6b,38.95,-121.49
95366,7a,37.75,-121.12
95367,7a,37.73,-120.95
93656,7b,36.48,-119.94
95677,6b,38.8,-121.24
95765,6b,38.81,-121.28
95661,6b,38.74,-121.25
95678,6b,38.76,-121.28
95746,6b,38.76,-121.16
95747,6b,38.78,-121.37
95946,6b,39.18,-121.2
95975,6b,39.22,-121.15
95811,6b,38.59,-121.49
95814,6b,38.58,-121.49
95815,6b,38.6,-121.46
95816,6b,38.57,-121.46
95817,6b,38.55,-121.45
95818,6b,38.55,-121.49
95819,6b,38.56,-121.43
95820,6b,38.53,-121.44
95821,6b,38.62,-121.38
95822,6b,38.51,-121.49
95823,7a,38.47,-121.44
95824,6b,38.51,-121.44
95825,6b,38.58,-121.4
95826,6b,38.54,-121.38
95827,6b,38.55,-121.32
95828,7a,38.48,-121.4
95829,7a,38.48,-121.34
95830,7a,38.49,-121.27
95831,7a,38.49,-121.53
95832,7a,38.43,-121.51
95833,6b,38.61,-121.49
95834,6b,38.64,-121.54
95835,6b,38.69,-121.56
95836,6b,38.71,-121.54
95837,6b,38.69,-121.6
95838,6b,38.64,-121.44
95841,6b,38.66,-121.35
95842,6b,38.68,-121.34
95843,6b,38.71,-121.36
95864,6b,38.58,-121.37
95368,7a,37.71,-121.09
95249,7a,38.2,-120.62
93657,7b,36.79,-119.44
93660,7b,36.59,-120.19
96085,5b,41.73,-123.04
96086,5b,41.86,-123.22
93662,7b,36.53,-119.64
93664,7a,37.06,-119.04
95681,6b,38.98,-121.35
95682,6b,38.61,-120.97
96088,6a,40.5,-121.8
95683,6b,38.51,-121.12
95977,6b,39.17,-121.29
95369,7a,37.54,-120.45
95684,6b,38.62,-120.62
95370,7a,37.98,-120.39
95372,7a,37.99,-120.25
95374,7a,37.3,-120.87
95202,7a,37.95,-121.28
95203,7a,37.95,-121.32
95204,7a,37.97,-121.32
95205,7a,37.96,-121.26
95206,7a,37.9,-121.4
95207,7a,38,-121.32
95209,7a,38.04,-121.35
95210,7a,38.02,-121.3
95212,7a,38.04,-121.2
95215,7a,37.95,-121.12
95219,7a,38.01,-121.38
95979,6b,39.27,-122.46
95982,6b,39.18,-121.81
95685,7a,38.42,-120.75
95983,6a,40.04,-120.75
93667,7b,36.96,-119.3
95304,7a,37.69,-121.39
95376,7a,37.73,-121.42
95377,7a,37.62,-121.45
95385,7a,37.61,-121.25
95391,7a,37.76,-121.63
93668,7b,36.65,-120.28
96091,6a,41.05,-122.78
95379,7a,37.95,-120.2
95380,7a,37.47,-120.85
95382,7a,37.53,-120.84
95383,7a,38.08,-120.24
95735,6b,38.83,-120.18
95687,7a,38.35,-121.93
95688,7a,38.41,-122.01
95251,7a,38.1,-120.43
95252,7a,38.16,-120.84
95689,7a,38.48,-120.57
95690,7a,38.23,-121.58
95386,7a,37.68,-120.64
96094,5b,41.51,-122.36
95255,7a,38.42,-120.44
95605,6b,38.59,-121.54
95691,6b,38.66,-121.62
95692,6b,39.04,-121.39
96096,6a,40.63,-121.87
95987,6b,39.11,-122.27
95988,6b,39.5,-122.28
95257,7a,38.38,-120.44
95693,7a,38.39,-121.24
95694,6b,38.56,-121.99
95388,7a,37.41,-120.59
95258,7a,38.16,-121.29
95695,6b,38.71,-121.85
95776,6b,38.69,-121.68
95389,7a,37.69,-119.59
96097,5b,41.75,-122.67
95991,6b,39.05,-121.61
95993,6b,39.05,-121.73
96910,10b,13.47,144.74
96913,10b,13.46,144.79
96915,10b,13.38,144.66
96919,10b,13.46,144.74
96929,10b,13.53,144.88
96701,10b,21.38,-157.92
96861,10b,21.39,-157.9
96704,10b,19.5,-155.9
96706,10b,21.31,-158.01
96708,10b,20.91,-156.32
96712,10b,21.59,-158.1
96713,10b,20.77,-155.99
96717,10b,21.59,-157.92
96720,10b,19.69,-155.08
96725,10b,19.63,-155.92
96727,10b,20.07,-155.46
96813,10b,21.3,-157.85
96814,10b,21.3,-157.85
96815,10b,21.3,-157.85
96816,10b,21.3,-157.85
96817,10b,21.3,-157.85
96818,10b,21.3,-157.85
96819,10b,21.3,-157.85
96821,10b,21.3,-157.85
96822,10b,21.3,-157.85
96825,10b,21.3,-157.85
96826,10b,21.3,-157.85
96850,10b,21.3,-157.85
96853,10b,21.31,-157.93
96858,10b,21.35,-157.87
96859,10b,21.36,-157.89
96860,10b,21.36,-157.94
96730,10b,21.55,-157.85
96731,10b,21.68,-157.94
96732,10b,20.87,-156.45
96734,10b,21.4,-157.73
96863,10b,21.43,-157.74
96740,10b,19.63,-155.99
96741,10b,21.92,-159.52
96738,10b,19.93,-155.79
96743,10b,20.04,-155.7
96744,10b,21.41,-157.79
96746,10b,22.09,-159.35
96748,10b,21.08,-157.01
96749,10b,19.61,-155.04
96750,10b,19.54,-155.88
96753,10b,20.76,-156.45
96722,10b,22.22,-159.48
96754,10b,22.21,-159.41
96756,10b,21.9,-159.46
96790,10b,20.72,-156.34
96760,10b,19.58,-155.07
96761,10b,20.89,-156.67
96762,10b,21.64,-157.92
96766,10b,21.97,-159.35
96768,10b,20.85,-156.32
96771,10b,19.52,-155.14
96772,10b,19.07,-155.57
96778,10b,19.49,-154.94
96779,10b,20.91,-156.37
96781,10b,19.79,-155.09
96782,10b,21.4,-157.96
96783,10b,19.83,-155.1
96786,10b,21.5,-158.02
96789,10b,21.45,-158.01
96854,10b,21.48,-158.03
96857,10b,21.49,-158.06
96791,10b,21.57,-158.12
96792,10b,21.44,-158.18
96793,10b,20.88,-156.5
96795,10b,21.34,-157.72
96707,10b,21.34,-158.08
96797,10b,21.39,-158.01
32615,9a,29.77,-82.48
32420,9a,30.69,-85.39
32421,9a,30.57,-85.12
32617,9a,29.28,-82.11
32320,9a,29.72,-84.99
32618,9a,29.53,-82.51
32531,9a,30.79,-86.68
32423,9a,30.92,-85.11
32619,9a,29.75,-82.86
34420,9a,29.05,-82.05
32424,9a,30.44,-85.04
32425,9a,30.78,-85.68
32008,9a,29.96,-82.92
32321,9a,30.42,-84.97
32621,9a,29.44,-82.63
32622,9a,29.88,-82.33
32009,9a,30.38,-81.93
32011,9a,30.56,-81.83
32426,9a,30.95,-85.39
32533,9a,30.6,-87.34
32322,9a,29.84,-84.67
32427,9a,30.77,-85.81
32625,9a,29.14,-83.03
32535,9a,30.97,-87.26
32324,9a,30.69,-84.83
32626,9a,29.47,-82.86
32428,9a,30.77,-85.54
32430,9a,30.43,-85.18
32431,9a,30.79,-85.37
32327,9a,30.17,-84.37
32536,9a,30.75,-86.57
32539,9a,30.75,-86.57
32628,9a,29.63,-83.12
34428,9b,28.9,-82.59
34429,9b,28.9,-82.59
32433,9a,30.74,-86.19
32435,9a,30.74,-86.19
32541,9a,30.4,-86.49
32550,9a,30.39,-86.31
34431,9a,29.04,-82.44
34432,9a,29.04,-82.44
34433,9a,29.04,-82.45
34434,9a,29.04,-82.45
32631,9a,29.71,-82.11
32328,9a,29.75,-84.86
32437,9a,30.44,-85.88
32542,9a,30.46,-86.54
32033,9a,29.78,-81.42
32034,9a,30.65,-81.44
34436,9b,28.74,-82.29
32547,9a,30.42,-86.61
32548,9a,30.42,-86.61
32038,9a,29.92,-82.71
32438,9a,30.47,-85.42
32439,9a,30.5,-86.13
32601,9a,29.67,-82.33
32603,9a,29.67,-82.33
32605,9a,29.67,-82.33
32606,9a,29.67,-82.33
32607,9a,29.67,-82.33
32608,9a,29.67,-82.33
32609,9a,29.67,-82.33
32641,9a,29.67,-82.33
32653,9a,29.67,-82.33
32040,9a,30.27,-82.16
32440,9a,30.96,-85.51
32442,9a,30.71,-85.01
32043,9a,29.98,-81.67
32331,9a,30.46,-83.63
32443,9a,30.87,-85.16
32332,9a,30.61,-84.66
32561,9a,30.36,-87.17
32563,9a,30.65,-86.88
32566,9a,30.36,-87.17
32044,9a,29.86,-82.13
32333,9a,30.62,-84.41
32640,9a,29.59,-82.08
34442,9b,28.9,-82.37
32643,9a,29.82,-82.59
32046,9a,30.69,-81.92
32564,9a,30.72,-86.67
34446,9b,28.78,-82.61
34448,9b,28.78,-82.61
32648,9a,29.44,-83.28
32334,9a,30.38,-84.79
34449,9a,29.03,-82.65
34450,9b,28.83,-82.34
34452,9b,28.83,-82.34
34453,9b,28.83,-82.34
32099,9a,30.33,-81.65
32202,9a,30.33,-81.65
32204,9a,30.33,-81.65
32205,9a,30.33,-81.65
32206,9a,30.33,-81.65
32207,9a,30.33,-81.65
32208,9a,30.33,-81.65
32209,9a,30.33,-81.65
32210,9a,30.33,-81.65
32211,9a,30.33,-81.65
32212,9a,30.33,-81.65
32216,9a,30.33,-81.65
32217,9a,30.33,-81.65
32218,9a,30.33,-81.65
32219,9a,30.33,-81.65
32220,9a,30.33,-81.65
32221,9a,30.33,-81.65
32222,9a,30.33,-81.65
32223,9a,30.33,-81.65
32224,9a,30.33,-81.65
32225,9a,30.33,-81.65
32226,9a,30.33,-81.65
32227,9a,30.33,-81.65
32233,9a,30.33,-81.4
32234,9a,30.33,-81.65
32244,9a,30.33,-81.65
32246,9a,30.33,-81.65
32250,9a,30.29,-81.39
32254,9a,30.33,-81.65
32256,9a,30.33,-81.65
32257,9a,30.33,-81.65
32258,9a,30.33,-81.65
32259,9a,30.08,-81.59
32266,9a,30.31,-81.39
32277,9a,30.33,-81.65
32052,9a,30.51,-82.95
32565,9a,30.95,-87.15
32053,9a,30.6,-83.1
32656,9a,29.78,-82.03
32054,9a,30.02,-82.33
32061,9a,30.1,-82.49
32024,9a,30.19,-82.64
32025,9a,30.19,-82.64
32055,9a,30.19,-82.64
32336,9a,30.37,-83.81
32567,9a,30.96,-86.45
32058,9a,30.04,-82.07
34461,9b,28.85,-82.48
34465,9b,28.91,-82.46
32059,9a,30.41,-83.3
32060,9a,30.29,-82.98
32064,9a,30.29,-82.98
32444,9a,30.24,-85.65
32062,9a,30.13,-82.96
32568,9a,30.86,-87.46
32063,9a,30.28,-82.12
32340,9a,30.46,-83.41
32445,9a,30.95,-85.16
32446,9a,30.77,-85.23
32448,9a,30.77,-85.23
32544,9a,30.42,-86.69
32569,9a,30.41,-86.66
32066,9a,30.05,-83.17
32666,9a,29.7,-82.05
32667,9a,29.5,-82.28
32068,9a,30.05,-81.9
32343,9a,30.49,-84.46
32570,9a,30.63,-87.04
32571,9a,30.63,-87.04
32583,9a,30.63,-87.04
32577,9a,30.71,-87.32
32344,9a,30.54,-83.87
32668,9a,29.27,-82.49
32669,9a,29.64,-82.61
32578,9a,30.53,-86.48
32071,9a,30.03,-82.92
34470,9a,29.18,-82.13
34471,9a,29.18,-82.13
34472,9a,29.18,-82.13
34473,9a,29.18,-82.13
34474,9a,29.18,-82.13
34475,9a,29.18,-82.13
34476,9a,29.18,-82.13
34479,9a,29.18,-82.13
34480,9a,29.18,-82.13
34481,9a,29.18,-82.13
34482,9a,29.18,-82.13
32680,9a,29.59,-82.98
32003,9a,30.16,-81.7
32065,9a,30.16,-81.7
32073,9a,30.16,-81.7
34484,9b,28.92,-82.04
32346,9a,30.03,-84.38
32401,9a,30.17,-85.67
32403,9a,30.17,-85.67
32404,9a,30.17,-85.67
32405,9a,30.17,-85.67
32407,9a,30.17,-85.8
32408,9a,30.17,-85.67
32409,9a,30.17,-85.67
32413,9a,30.17,-85.8
32501,9a,30.44,-87.18
32502,9a,30.44,-87.18
32503,9a,30.44,-87.18
32504,9a,30.44,-87.18
32505,9a,30.44,-87.18
32506,9a,30.44,-87.18
32507,9a,30.44,-87.18
32508,9a,30.44,-87.18
32514,9a,30.44,-87.18
32526,9a,30.44,-87.18
32534,9a,30.44,-87.18
32347,9a,30.1,-83.58
32348,9a,30.1,-83.58
32350,9a,30.59,-83.35
32455,9a,30.72,-85.93
32081,9a,30.08,-81.4
32082,9a,30.23,-81.38
32456,9a,29.83,-85.24
32351,9a,30.58,-84.58
32352,9a,30.65,-84.69
32083,9a,30.06,-82.23
32686,9a,29.36,-82.19
32080,9a,29.8,-81.26
32084,9a,29.89,-81.31
32086,9a,29.89,-81.31
32092,9a,29.89,-81.31
32095,9a,29.89,-81.31
32356,9a,29.88,-83.41
32087,9a,30.25,-82.27
32459,9a,30.37,-86.22
32579,9a,30.44,-86.57
34488,9a,29.22,-82
32460,9a,30.7,-84.92
32358,9a,30.05,-84.48
32091,9a,29.94,-82.11
32359,9a,29.67,-83.39
34491,9a,29,-82.03
32301,9a,30.45,-84.28
32303,9a,30.45,-84.28
32304,9a,30.45,-84.28
32305,9a,30.23,-84.3
32308,9a,30.45,-84.28
32309,9a,30.53,-84.1
32310,9a,30.45,-84.28
32311,9a,30.45,-84.28
32312,9a,30.45,-84.28
32317,9a,30.45,-84.28
32693,9a,29.61,-82.81
32580,9a,30.49,-86.5
32462,9a,30.61,-85.7
32694,9a,29.79,-82.17
32094,9a,30.23,-82.81
32464,9a,30.76,-85.84
32449,9a,30.26,-85.24
32465,9a,30.11,-85.19
32096,9a,30.33,-82.75
32696,9a,29.37,-82.45
34498,9a,29.03,-82.71
32466,9a,30.36,-85.43
32097,9a,30.63,-81.57
31001,8b,31.99,-83.3
31620,8b,31.13,-83.42
31002,8b,32.52,-82.59
30410,8b,32.18,-82.57
30411,8b,32.14,-82.77
31622,8b,31.38,-83.22
31701,8b,31.57,-84.17
31705,8b,31.57,-84.17
31707,8b,31.57,-84.17
31721,8b,31.52,-84.3
31301,8b,31.78,-81.6
31510,8b,31.54,-82.47
31512,8b,31.59,-83.01
31709,8b,32.07,-84.22
31719,8b,32.06,-84.26
31711,8b,32.19,-84.14
30802,8a,33.6,-82.31
31712,8b,31.83,-83.73
39813,8b,31.41,-84.69
31714,8b,31.7,-83.65
39815,9a,30.74,-84.47
30901,8a,33.45,-81.99
30904,8a,33.45,-81.99
30905,8a,33.45,-81.99
30906,8a,33.45,-81.99
30907,8a,33.45,-81.99
30909,8a,33.45,-81.99
30912,8a,33.45,-81.99
30803,8a,33.19,-82.52
31624,8b,31.27,-82.73
31716,8b,31.37,-84.16
39817,9a,30.9,-84.57
39819,9a,30.8,-84.5
31625,8b,31,-83.51
30413,8b,32.88,-82.47
31513,8b,31.76,-82.35
31516,8b,31.29,-82.24
39823,8b,31.33,-84.94
31302,8b,32.11,-81.3
39824,8b,31.55,-84.86
30805,8a,33.29,-82.19
31005,8b,32.5,-83.56
31626,9a,30.79,-83.79
31801,8b,32.58,-84.61
39825,9a,30.94,-84.71
31518,8b,31.44,-82.21
39826,8b,31.82,-84.32
30415,8b,32.38,-81.66
31519,8b,31.62,-82.88
31520,8b,31.15,-81.48
31522,8b,31.21,-81.37
31523,8b,31.21,-81.64
31525,8b,31.32,-81.53
31527,8b,31.04,-81.41
31803,8b,32.31,-84.51
31006,8b,32.55,-84.23
31007,8b,32.2,-83.9
31008,8b,32.65,-83.75
31009,8b,32.34,-83.04
39827,9a,30.97,-84.2
39828,9a,30.87,-84.2
31730,8b,31.22,-84.21
31804,8b,32.66,-84.88
31011,8b,32.1,-83.06
31012,8b,32.39,-83.15
31733,8b,31.54,-83.54
30417,8b,32.16,-81.9
39834,9a,30.89,-84.44
31303,8b,32.48,-81.26
31735,8b,31.96,-83.96
30420,8b,32.28,-82.13
31014,8b,32.38,-83.35
39836,8b,31.66,-84.87
30421,8b,32.18,-82.1
39837,8b,31.15,-84.67
31829,8b,32.56,-84.74
31901,8b,32.51,-84.87
31903,8b,32.51,-84.87
31904,8b,32.51,-84.87
31905,8b,32.39,-84.87
31906,8b,32.51,-84.87
31907,8b,32.51,-84.87
31909,8b,32.51,-84.87
31738,8b,31.01,-83.86
31015,8b,31.96,-83.77
31016,8b,32.86,-84.09
31805,8b,32.3,-84.77
39840,8b,31.77,-84.75
39841,8b,31.28,-84.67
31017,8b,32.6,-83.24
31305,8b,31.37,-81.42
31018,8b,32.98,-82.6
39842,8b,31.76,-84.44
30808,8a,33.41,-82.38
31532,8b,31.72,-82.69
31743,8b,31.95,-84.06
31019,8b,32.43,-83.06
31629,9a,30.78,-83.66
31744,8b,31.31,-83.91
39845,8b,31.04,-84.87
31533,8b,31.5,-82.85
31535,8b,31.5,-82.85
31020,8b,32.63,-83.47
31021,8b,32.53,-82.92
31027,8b,32.53,-82.92
31022,8b,32.53,-83.08
31630,9a,30.98,-82.86
31023,8b,32.19,-83.17
31024,8a,33.32,-83.38
39846,8b,31.56,-84.73
31025,8b,32.33,-83.73
31308,8b,32.12,-81.48
31806,8b,32.23,-84.3
31807,8b,32.64,-84.79
31749,8b,31.4,-83.33
30809,8a,33.51,-82.14
31631,9a,30.68,-82.56
31750,8b,31.7,-83.25
31309,8b,31.88,-81.42
31537,9a,30.83,-82
31029,8a,33.03,-83.94
39851,8b,31.61,-84.99
31808,8b,32.63,-84.98
31030,8b,32.55,-83.88
30425,8b,32.65,-82.09
39854,8b,31.85,-85.04
30810,8a,33.23,-82.59
30426,8a,33.04,-81.71
30427,8b,31.93,-81.93
30428,8b,32.18,-82.67
31031,8b,32.88,-83.33
31032,8a,33,-83.53
30813,8a,33.44,-82.2
31312,8b,32.33,-81.39
31033,8a,33.08,-83.44
31632,9a,30.99,-83.37
31811,8b,32.75,-84.87
30814,8a,33.41,-82.31
31035,8b,32.82,-82.72
31756,8b,31.21,-83.97
31036,8b,32.28,-83.47
31539,8b,31.86,-82.59
31037,8b,32.07,-82.91
30815,8a,33.28,-82.1
31038,8a,33.17,-83.7
31313,8b,31.83,-81.59
31314,8b,31.87,-81.61
31315,8b,31.87,-81.61
31542,8b,31.18,-82.13
31634,8b,31.03,-82.75
31543,8b,31.33,-81.95
31041,8b,32.37,-84.18
39859,9a,30.97,-84.8
31042,8b,32.81,-83.17
31544,8b,31.81,-82.97
39861,8b,31.14,-85
31044,8b,32.68,-83.34
31545,8b,31.59,-81.88
31546,8b,31.59,-81.88
31045,8a,33.33,-82.73
31046,8a,33.12,-83.82
31812,8b,32.6,-84.45
31047,8b,32.45,-83.58
30816,8a,33.23,-82.22
31548,9a,30.79,-81.66
31049,8b,32.69,-82.51
31635,8b,31.04,-83.07
31636,9a,30.68,-83.18
39862,8b,31.48,-84.5
31763,8b,31.73,-84.17
31637,8b,31.26,-83.46
